Text;Category
A los niños también se les debería aplicar pena de muerte o por lo menos prisión (prisión, no una escuela militar que de nasa sirve o un reformatorio pedorro), no por ser niños se salvan de sus acciones, se debe hacer consciencia desde temprana edad.;FAVOR
me acuerdo q de pequeña le pregunte a mi viejo q pensaba de la pena de muerte y me dijo q alguien q hace algo muy terrible tiene q estar preso toda la vida para vivir con lo que hizo, la muerte es una salida facil;AGAINST
no estoy a FAVORor de la pena de muerte, pero Vos le estás dando el mismo valor a la vida de un trabajador que a la vida de un inútil que te puede robar la vida por un capricho. Algún día entenderás que no es lo mismo.;AGAINST
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
PENA DE MUERTE a quienes autorizaron apoyar a ICA y perder dinero del fondo de Pensiones del ISSSTE. ;FAVOR
Viejo loco que propongan la pena de muerte como su partido ya negocio con las maras las medidas extra…;AGAINST
Estoy AGAINSTtra de la pena de muerte pero MUY a FAVORor de la perpetua efectiva. Encuentren a estos hdp y que paguen de po…;AGAINST
No a la prisión permanente revisable.. SI A LA PENA DE MUERTE!!;FAVOR
Mientras anoche una multitud gritaba pena de muerte, la madre de Gabriel Cruz declaraba ésto esta mañana. Que extraordinari…;AGAINST
Totalmente de acuerdo y eso no quiere decir que entremos AGAINSTtradicción si pedimos la pena de muerte a viejos que ni ellos mismos se quieren ni son capaces que amar ni hacer el bien a nadie mas, criminales confesos;FAVOR
Si sos elegis la mano dura, apoyas la pena de muerte etc dejame de seguir bloqueame o lo que sea. Gracias;AGAINST
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
"Con la pena de muerte se desactivarían esas bombas, así de claro. Francisco Llamazares: ""Hay presos que son 'bombas atómocas'";FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
"La pena de muerte ya existió; la tortura también; la presunción de culpabilidad también; los juicios secretos también...…";AGAINST
Existe la pena de muerte en la Argentina, es la que ejercen los delincuentes con cada uno de nosotros, es una to…;FAVOR
Para la familia de la víctima, el daño ya está hecho. Ni siquiera la pena de muerte mitigaría ese daño. Los Estados de Derecho maduros y democráticos intentan darle al castigo punitivo de los delitos alguna reinserción social.;AGAINST
Un sacerdote español, a FAVORor de la pena de muerte para casos como el del pequeño Gabriel;FAVOR
Esa multitud gritando “pena de muerte” mientras da botes y saluda a cámara descojonándose me ha helado la sangre. No se,…;AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Si se pueden abortar (matar) a criaturas inocentes, me resulta de toda lógica reactivar pena de muerte para violadores, pe…;FAVOR
quiero en Argentina la pena de muerte para los asesinos;FAVOR
#pescaito gabriel D.E.P. estas camino del cielo , te recordaremos SIEMPRE...PENA DE MUERTE , YA...que está IMNOMBRABLE…;FAVOR
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
RT @mijailrag: Pienso lo mismo. En ese caso yo merecería la pena de muerte por lo que hablo de Keiko con mis patas. https://t.co/VkR7eR8rhv;AGAINST
Siempre la pedí y sigo pidiéndola: PENA DE MUERTE PARA ASESINOS MÚLTIPLES, PARA ASESINOS DE INDEFENSOS Y PARA LOS TRAIDORES A ESPAÑA. No al buenismo ni a la falsedad de los rojos;FAVOR
Ojalá le dieran la pena de muerte y eso que sigue siendo poco para un perro sin amo como este;FAVOR
No se si eso es cierto,  pero de serlo se merece pena de muerte.;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Derecha: despedazar y dar de comer a los cerdos a los que cometen crímenes atroces. Centro: pena de muerte en plaza p…;AGAINST
La pena de muerte es signo peculiar de la barbarie. (Victor Hugo) ;AGAINST
SANTOS YA NO  MAS DIALOGOS  Y  CURULES  PARA BANDOLEROS Y VILLANOS,,  PENA DE MUERTE , LOS COLOMBIANOS   LO ELIGIMOS  PARA QUE NOS PROTEJA DE DE ESOS  CRIMINALES DE NIÑOS,,;FAVOR
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Cuando van a poner la pena de muerte para estos hijos de puta????? La vida del otro no vale nada para ellos. Pero a no…;FAVOR
 Por que no hacen y aprueban una ley donde digan que político que robe se le de pena de muerte y se haga expropiación de todos sus bienes;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Si les parece que no y que ni la cadena perpetua no funciona,porque seguirá habiendo crímenes,podemos probar con la pena de muerte.;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
Para ser más incongruentes (como si eso fuera posible) a los de si a la vida solo les faltaría pedir la pena de muerte par…;AGAINST
Hay que poner la pena de muerte, que derechos humanos, que pais poronga;FAVOR
La pena de muerte suele aumentar la violencia porque provoca que los asesinos no dejen testigos, piensen e…;AGAINST
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
¿Por qué los que se oponen a la pena de muerte de asesinos de niños, están a FAVORor del aborto?  Vaya pleonasmo que me acaba de salir.;FAVOR
como no van a extraditar a ese guerrillero asesino. Ojala le den pena de muerte en los ee.uu..;FAVOR
La cadena perpetua y la pena de muerte no son un debate, excepto que aún no hayas aprobado ética en la ESO o seas un fascista.;AGAINST
Siempre la pedí y sigo pidiéndola: PENA DE MUERTE PARA ASESINOS MÚLTIPLES, PARA ASESINOS DE INDEFENSOS Y PARA LOS TRAIDORES A ESPAÑA. No al buenismo ni a la falsedad de los rojos;FAVOR
Que NO quede impune , PENA DE MUERTE , YA...;FAVOR
"mi hermano compartió en facebook ""si vamos a legalizar el aborto también legalicemos la pena de muerte, si vamos a mat…";AGAINST
No publicado en gaceta oficial, pero en Venezuela decir “asesinado” parece ser pagado con la pena de muerte.;AGAINST
La solución a la delincuencia no es el aumento de seguridad... es la pena de muerte, hasta cuando viejo.;FAVOR
No lo es. Al quitar la pena de muerte, los homicidios ni subieron, ni bajaron. Países con criminalidad similar t…;AGAINST
"Si hay un castigo no es la pena de muerte o la prisión permanente revisable
Es leer vuestros tuits sobre ello";AGAINST
Estaría bueno si existiera la pena de muerte. Cambien la ley y estaremos de acuerdo. Mientras tanto el q mate a este loquito es homicida. Así las cosas! Reflexión. Alguien imagina a Bonadío, Ercolini, Lorenzetti, dictanto sentencias de muerte? Yo paso...;AGAINST
Señor candidato porque no implementar en el país la pena de muerte o la limpieza social para tantos delincuentes;FAVOR
Ellos ejercen la pena de muerte para los trabajadores...y? Nadie dice nada...existen más DDHH para los para los delincuentes qe para una persona de bien;AGAINST
PENA DE MUERTE...no quiero mantener a NO-GENTE !!!;FAVOR
"""La pena de muerte marca el límite de lo que una sociedad está dispuesta a tolerar. Luego si no hay pena de muerte es que…";FAVOR
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
si hay algo más lamentable que el motivo del #ParoDeColectivos es leer gente pidiendo chocobares y pena de muerte. lo…;AGAINST
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
